Author Age,Author Comment Karma,Author Link Karma,Avg Comment Brand Count,Avg Comment Sentiment,Title Brands,Title Seniment,Label
2220.654374092721,153,5646,109.33333333333333,-92.52380952380952,1,1,1
2081.1237121731842,34753,105139,801.4761904761905,13.523809523809524,1,0,1
874.9935217953529,51684,68975,4.372549019607843,4.0588235294117645,0,0,0
1813.101164803767,1692,7356,3.142857142857143,-410.23809523809524,0,1,1
841.7523109003405,90346,12615,0.0,-63.76190476190476,0,0,1
1165.364124713703,631474,7324,433.04761904761904,-30.333333333333332,1,0,1
2136.160943470716,6962,41853,1.5238095238095237,15.666666666666666,0,0,1
4396.012656059845,79511,7623599,749.952380952381,-86.52380952380952,2,0,1
1310.07705403419,970,6674,72.95238095238095,2.0476190476190474,1,-1,1
299.4792286403698,371,10344,514.1428571428571,-241.14285714285714,1,0,1
2924.0613823518156,34331,155565,114.0952380952381,1143.3809523809523,1,-1,1
564.2764757601834,3186,33133,638.9047619047619,-6.333333333333333,1,0,1
3103.6147505577433,1168254,10315473,83.42857142857143,-364.14285714285717,0,0,1
805.9019175748858,353,6565,23.714285714285715,-26.285714285714285,0,-1,1
1892.392034610267,519,11341,13.619047619047619,-16.571428571428573,0,0,1
297.4179032682876,6,4729,9.392156862745098,5.607843137254902,0,1,0
85.86411350216302,370,622,0.0,0.5,1,0,0
704.0757679062502,13825,6363,49.904761904761905,-584.7619047619048,0,1,1
344.2809337319903,579,7243,0.8235294117647058,0.5294117647058824,0,0,0
2524.56724705174,174540,43474,376.8095238095238,-114.71428571428571,2,0,1
389.2345227248884,526,8772,1.5,-0.25,0,-1,0
636.1645842488634,29872,696,0.045454545454545456,2.5454545454545454,0,-1,0
1634.3200234454043,4738,4409,0.0,0.0,1,0,1
981.9927531014687,20,11225,40.523809523809526,135.85714285714286,1,1,1
663.3607489282417,2264,147664,764.047619047619,-45.333333333333336,2,0,1
740.1879881456191,2221,8188,277.23809523809524,-79.38095238095238,1,0,1
391.2764307875545,115,5814,0.2962962962962963,0.6296296296296297,0,0,0
1551.4872259228234,3318,5400,0.0,12.372549019607844,0,-1,0
1748.365115258898,9600,11300,286.23809523809524,98.14285714285714,0,0,1
533.8233330871137,2727,6947,339.3333333333333,43.904761904761905,1,0,1
993.0157876316762,20058,114270,103.38095238095238,79.0,0,0,1
40.02829362563513,56,2276,0.0,-0.14285714285714285,0,0,0
867.0219282015937,0,3060,119.42857142857143,-0.42857142857142855,2,0,1
2094.4233474059515,1617,1584,0.08695652173913043,0.043478260869565216,0,0,0
1476.336398918877,35437,379942,0.0,-147.61904761904762,0,-1,1
1713.145450800431,8348,6308,233.8095238095238,153.61904761904762,0,0,1
296.69538155030597,835,20789,0.13725490196078433,-17.431372549019606,0,1,0
2033.5125143500031,14033,8430,4.095238095238095,-991.5238095238095,0,0,1
979.3537827371916,39594,264862,11335.47619047619,298.0,1,0,1
938.4005555608647,72905,55095,0.7857142857142857,-1.5,1,0,0
581.6234749455033,1009,13077,282.6666666666667,-58.04761904761905,1,0,1
25.36630836788427,258,946,0.1276595744680851,0.9361702127659575,0,1,0
1108.084750255934,811,1225,21.375,0.0,1,0,0
1877.1913542906084,7686,23577,0.3,13.65,0,0,0
1587.9416338789877,1419,62842,1188.6190476190477,582.7142857142857,1,0,1
435.6697452724173,33747,12447,1184.857142857143,98.76190476190476,0,0,1
1671.1860037573344,1777,17745,47.44444444444444,2.5555555555555554,2,0,1
707.6584716598303,310017,3709965,979.0,-33.095238095238095,0,0,1
433.2720123713574,300,70107,6.380952380952381,22.0,1,0,1
1101.219027074992,8380,102298,72.0,9.0,1,0,1
2047.104889220667,23828,149519,413.8095238095238,-325.2857142857143,2,0,1
1085.526375078534,2467,20546,941.5238095238095,106.85714285714286,1,0,1
900.3065149907906,9045,7009,119.61904761904762,-100.76190476190476,1,1,1
1847.6476497726749,204330,294825,641.3333333333334,474.5238095238095,0,0,1
575.453850223618,10526,7696,75.2,-18.6,1,0,0
582.2184101328751,4886,9586,50.6,0.0,0,0,1
2505.1171866515942,18448,5051,38.254901960784316,-100.88235294117646,0,0,0
949.939909025817,43911,124242,336.3809523809524,389.57142857142856,1,0,1
1596.4345394624522,1181,9128,1777.142857142857,-458.8095238095238,1,0,1
2187.09667421812,26203,40352,225.66666666666666,-417.95238095238096,2,0,1
1487.0676147598663,9154,21064,152.95238095238096,118.71428571428571,0,0,1
1644.4288755612213,68,8859,121.71428571428571,-85.42857142857143,1,0,1
955.4837392122188,72745,111180,21.714285714285715,-104.57142857142857,0,0,1
279.5630467592566,882,4832,3.65,-6.75,0,0,0
4309.714998198791,7618,215864,40.98039215686274,-44.96078431372549,1,0,0
448.0776849061361,395,14811,0.1111111111111111,0.0,0,1,0
1368.4857633162787,15671,128562,84.0,-744.3333333333334,0,0,1
351.7327975425814,14090,9475,0.0,20.19047619047619,1,0,1
518.0180747390235,6856,10310,1521.047619047619,-1134.2380952380952,0,0,1
1301.1289929398756,801,5965,31.523809523809526,-28.476190476190474,0,0,1
188.4604916836349,4759,35219,85.71428571428571,481.0,0,1,1
976.144582038014,109081,38324,0.6470588235294118,39.450980392156865,0,0,0
1318.0885547264527,321,6991,21.285714285714285,4.190476190476191,1,0,1
1998.306879121584,1897,5119,157.71428571428572,-49.714285714285715,0,0,1
578.404607062315,978,7018,9.07843137254902,1.0196078431372548,0,0,0
466.32352071045176,857,11049,4314.428571428572,65.66666666666667,0,0,1
538.3132576471236,1081,10843,45.666666666666664,-87.42857142857143,0,0,1
464.28615159128,72824,5658,96.33333333333333,374.85714285714283,0,0,1
2539.241904938679,276,6605,419.6666666666667,71.14285714285714,1,1,1
1016.601906644415,217521,337574,0.49019607843137253,-3.7450980392156863,0,0,0
2285.5505674275314,276062,90022,2.1904761904761907,-11.476190476190476,0,0,1
2373.068327004581,5869,12006,0.0,1.8333333333333333,0,1,0
7.967325929461254,23,9227,0.5686274509803921,-21.49019607843137,0,1,0
1485.0437892993264,909,34395,5477.476190476191,-47.61904761904762,3,0,1
1076.3071847013164,8049,19525,0.17647058823529413,-25.84313725490196,0,0,0
190.98351407477426,15029,765203,16.176470588235293,30.352941176470587,0,0,0
255.92246471576118,3835,31489,794.047619047619,-502.2857142857143,3,1,1
1796.6584987102724,-19,1,23.476190476190474,-13.142857142857142,0,0,1
649.0822956864012,2130,112014,31.568627450980394,-0.7843137254901961,0,0,0
551.8417116229843,56032,427187,12.439024390243903,3.7804878048780486,0,0,0
984.3064061763635,256535,9980,0.6274509803921569,-348.1764705882353,0,0,0
1625.393768501522,7780,33861,0.0,-8.095238095238095,0,0,1
2348.1749248506044,71025,113100,684.7619047619048,-1.5238095238095237,1,0,1
2287.4158969927553,10622,17269,793.4761904761905,179.23809523809524,1,0,1
621.5246153743124,18978,391551,13.142857142857142,-185.95238095238096,1,0,1
1264.8688024838739,922242,20615704,0.7450980392156863,-0.17647058823529413,0,0,0
673.5545420166022,1134,7529,222.61904761904762,66.9047619047619,0,0,1
142.96461521673257,303,8962,1.1568627450980393,-10.627450980392156,0,0,0
1649.1112548470055,98121,181283,0.25,1.3333333333333333,0,0,0
716.2784705619376,2886,6963,542.7142857142857,86.76190476190476,2,1,1
524.1710275335638,81011,11812,18.714285714285715,-29.61904761904762,0,0,1
1546.4482433538608,18250,1700,-0.17857142857142858,-0.35714285714285715,0,0,0
440.1407211507415,3,4637,3.215686274509804,9.784313725490197,3,0,0
34.685839391497,166,18315,1.9215686274509804,44.3921568627451,0,0,0
2250.503930060825,159105,206957,0.25,-0.5833333333333334,0,0,0
926.9634218138345,422,11083,390.6078431372549,216.62745098039215,0,0,0
982.0127256974247,1457,5072,0.0,-2.2857142857142856,1,0,1
1828.3400436706288,15012,9186,2.0952380952380953,-200.04761904761904,0,0,1
594.0342578095281,6936,32904,0.0196078431372549,0.1568627450980392,0,0,0
2489.2437213740054,142,7270,22.61904761904762,106.23809523809524,0,0,1
985.6807772436158,7789,521,1247.2380952380952,-16.142857142857142,1,0,1
1889.0667275397839,12167,46413,10.619047619047619,97.52380952380952,0,0,1
422.22080056781016,1259,14478,2965.1428571428573,61.80952380952381,2,0,1
218.45267852922004,6646,3085,13.523809523809524,0.42857142857142855,0,0,1
356.7244184736052,2593,5308,0.047619047619047616,-15.285714285714286,0,1,0
707.6601409464384,310017,3709982,2.238095238095238,0.09523809523809523,1,0,1
